-4.277463912963867188e+00 -7.225755214691162109e+00 1.068463325500488281e+00 5.289828300476074219e+00 1.080844402313232422e+00
-6.966259956359863281e+00 1.574314475059509277e+00 2.436049222946166992e+00 2.040061235427856445e+00 -3.857429027557373047e+00
-2.925400435924530029e-01 1.370194792747497559e+00 6.075237989425659180e-01 -2.496268510818481445e+00 -2.173526048660278320e+00
-8.126302957534790039e-01 3.168071806430816650e-01 3.998856067657470703e+00 -2.767699480056762695e+00 4.683916866779327393e-01
-9.833616256713867188e+00 1.256378412246704102e+00 2.070916891098022461e+00 3.364102125167846680e+00 -6.378587245941162109e+00
-2.418293058872222900e-01 1.732976436614990234e+00 6.830364227294921875e+00 7.022796869277954102e-01 1.215560197830200195e+00
8.977688550949096680e-01 -2.420348882675170898e+00 2.026863098144531250e+00 -9.069054126739501953e-01 1.331516265869140625e+00
-2.350401282310485840e-01 -5.458005428314208984e+00 1.801490902900695801e+00 -2.747605800628662109e+00 2.449398756027221680e+00
-8.217099905014038086e-01 8.789149522781372070e-01 2.879161357879638672e+00 1.720201015472412109e+00 -6.090502142906188965e-01
-6.157286643981933594e+00 2.604604244232177734e+00 1.876967072486877441e+00 1.434658169746398926e+00 -4.080036640167236328e+00
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
-6.966259956359863281e+00 1.574314475059509277e+00 2.436049222946166992e+00 2.040061235427856445e+00 -3.857429027557373047e+00
-4.285470008850097656e+00 1.020177078247070312e+01 2.368218421936035156e+00 -2.346196621656417847e-01 -9.126528739929199219e+00
-7.040858745574951172e+00 4.291357398033142090e-01 9.173137545585632324e-01 2.271667718887329102e+00 -5.159479618072509766e+00
-9.833616256713867188e+00 1.256378412246704102e+00 2.070916891098022461e+00 3.364102125167846680e+00 -6.378587245941162109e+00
-5.267210960388183594e+00 1.835544347763061523e+00 1.010452747344970703e+00 3.046125888824462891e+00 -5.825536727905273438e+00
-1.984316468238830566e+00 1.135595440864562988e+00 7.293944954872131348e-01 2.246243000030517578e+00 -3.351542949676513672e+00
-6.157286643981933594e+00 2.604604244232177734e+00 1.876967072486877441e+00 1.434658169746398926e+00 -4.080036640167236328e+00
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
-1.408421277999877930e+00 2.344446659088134766e+00 6.289103031158447266e+00 3.613880395889282227e+00 -2.015606760978698730e-01
-7.958946824073791504e-01 6.984719038009643555e-01 3.115508794784545898e+00 1.425534844398498535e+00 -1.217233091592788696e-01
3.911982178688049316e-01 3.457784891128540039e+00 4.405082225799560547e+00 -1.713012695312500000e+00 -1.111879587173461914e+00
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
5.290377736091613770e-01 2.230859994888305664e+00 4.346291542053222656e+00 -1.086868405342102051e+00 9.224421530961990356e-02
4.828604757785797119e-01 9.523797631263732910e-01 3.364873409271240234e+00 -4.796164512634277344e+00 -1.411909461021423340e-01
1.057360053062438965e+00 3.268818259239196777e-01 3.610402584075927734e+00 -3.542973518371582031e+00 7.088965773582458496e-01
2.077961206436157227e+00 7.341890335083007812e-01 3.151817798614501953e+00 -7.153576016426086426e-01 6.770773530006408691e-01
-9.498232603073120117e-01 -9.564319625496864319e-03 4.990890026092529297e+00 4.885694384574890137e-01 1.411632180213928223e+00
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
-7.082704305648803711e-01 -2.048082835972309113e-02 3.108485221862792969e+00 -2.412797451019287109e+00 2.395722121000289917e-01
-1.032933115959167480e+00 7.432492375373840332e-01 5.301462173461914062e+00 -1.670259952545166016e+00 1.051319956779479980e+00
-8.126302957534790039e-01 3.168071806430816650e-01 3.998856067657470703e+00 -2.767699480056762695e+00 4.683916866779327393e-01
2.833239316940307617e+00 -9.160289764404296875e-01 1.234956502914428711e+00 -4.826634407043457031e+00 2.407600283622741699e-01
7.087537646293640137e-01 -6.710994243621826172e-01 5.298233628273010254e-01 -4.691972255706787109e+00 -9.008253216743469238e-01
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
-7.082704305648803711e-01 -2.048082835972309113e-02 3.108485221862792969e+00 -2.412797451019287109e+00 2.395722121000289917e-01
7.990404963493347168e-01 -1.795013904571533203e+00 -7.926065325736999512e-01 -8.779050707817077637e-01 -1.103486657142639160e+00
-7.466946840286254883e-01 -4.302862644195556641e+00 -2.055320143699645996e-01 -2.150893449783325195e+00 4.177570641040802002e-01
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
-2.013150215148925781e+00 -1.273512959480285645e+00 2.982384204864501953e+00 -1.365535259246826172e+00 6.316142678260803223e-01
-5.803864598274230957e-01 2.084308147430419922e+00 4.986725330352783203e+00 -1.378026127815246582e+00 9.987805970013141632e-03
1.590788841247558594e+00 -1.257704854011535645e+00 -3.625487685203552246e-01 -3.323647737503051758e+00 -7.487287521362304688e-01
-4.332878589630126953e+00 -4.329923152923583984e+00 1.994949102401733398e+00 -4.325091361999511719e+00 2.574787735939025879e-01
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
-8.126302957534790039e-01 3.168071806430816650e-01 3.998856067657470703e+00 -2.767699480056762695e+00 4.683916866779327393e-01
-1.365005373954772949e-01 -4.663657665252685547e+00 5.799433231353759766e+00 -1.263593435287475586e+00 4.607142448425292969e+00
-1.059844732284545898e+00 -2.388325452804565430e+00 6.744661808013916016e+00 -1.085767745971679688e+00 3.473420858383178711e+00
6.692538261413574219e-01 -2.279027223587036133e+00 2.843688249588012695e+00 -1.739421010017395020e+00 1.724258184432983398e+00
5.096568912267684937e-02 -5.697120428085327148e-01 4.400543689727783203e+00 -1.083768129348754883e+00 1.495161652565002441e+00
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
1.372318506240844727e+00 -3.387841880321502686e-01 3.324682474136352539e+00 -4.204132080078125000e+00 9.668955206871032715e-01
-7.958946824073791504e-01 6.984719038009643555e-01 3.115508794784545898e+00 1.425534844398498535e+00 -1.217233091592788696e-01
-1.442789912223815918e+00 1.515455722808837891e+00 5.254309654235839844e+00 6.926762461662292480e-01 3.396687209606170654e-01
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
1.401793956756591797e+00 1.856181472539901733e-01 1.223793983459472656e+00 1.840850234031677246e+00 -7.532993555068969727e-01
-2.990759611129760742e+00 -1.176362633705139160e-01 1.754928350448608398e+00 -3.320361137390136719e+00 -1.533336997032165527e+00
-7.958946824073791504e-01 6.984719038009643555e-01 3.115508794784545898e+00 1.425534844398498535e+00 -1.217233091592788696e-01
-8.126302957534790039e-01 3.168071806430816650e-01 3.998856067657470703e+00 -2.767699480056762695e+00 4.683916866779327393e-01
3.337438106536865234e-01 7.381986975669860840e-01 3.106109619140625000e+00 -2.275803327560424805e+00 1.454221904277801514e-01
-8.126302957534790039e-01 3.168071806430816650e-01 3.998856067657470703e+00 -2.767699480056762695e+00 4.683916866779327393e-01
1.179006218910217285e+00 2.395011663436889648e+00 5.002953529357910156e+00 -2.696293115615844727e+00 2.854761481285095215e-01
-7.958946824073791504e-01 6.984719038009643555e-01 3.115508794784545898e+00 1.425534844398498535e+00 -1.217233091592788696e-01
-1.643210090696811676e-02 2.215716838836669922e+00 4.292441368103027344e+00 4.382441043853759766e+00 -8.409029245376586914e-01
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
-6.966259956359863281e+00 1.574314475059509277e+00 2.436049222946166992e+00 2.040061235427856445e+00 -3.857429027557373047e+00
-6.302339076995849609e+00 7.529354572296142578e+00 7.782708406448364258e-01 -9.393475949764251709e-02 -7.829895496368408203e+00
-9.833616256713867188e+00 1.256378412246704102e+00 2.070916891098022461e+00 3.364102125167846680e+00 -6.378587245941162109e+00
-5.267210960388183594e+00 1.835544347763061523e+00 1.010452747344970703e+00 3.046125888824462891e+00 -5.825536727905273438e+00
-1.984316468238830566e+00 1.135595440864562988e+00 7.293944954872131348e-01 2.246243000030517578e+00 -3.351542949676513672e+00
-6.157286643981933594e+00 2.604604244232177734e+00 1.876967072486877441e+00 1.434658169746398926e+00 -4.080036640167236328e+00
-1.113275170326232910e+00 6.286692619323730469e-02 2.080139398574829102e+00 -4.399861395359039307e-01 -5.078986287117004395e-01
-3.705968856811523438e+00 -1.866982221603393555e+00 6.287321090698242188e+00 7.923554182052612305e-01 2.203423261642456055e+00
-1.059844732284545898e+00 -2.388325452804565430e+00 6.744661808013916016e+00 -1.085767745971679688e+00 3.473420858383178711e+00
-9.695315361022949219e+00 3.282208442687988281e+00 7.409807682037353516e+00 -2.194203853607177734e+00 -2.027739524841308594e+00
